"condor_memb","name","entity","tissue_type"
2,"TAF13","gene","BLADDER"
3,"TAF1A","gene","BLADDER"
2,"TAF5","gene","BLADDER"
3,"TAFAZZIN","gene","BLADDER"
3,"TBC1D23","gene","BLADDER"
3,"TBC1D8","gene","BLADDER"
3,"TCEA1","gene","BLADDER"
1,"TCF4","gene","BLADDER"
3,"TGDS","gene","BLADDER"
2,"TIMM23","gene","BLADDER"
3,"TMEM177","gene","BLADDER"
1,"TMTC3","gene","BLADDER"
2,"TOMM7","gene","BLADDER"
3,"TRAPPC5","gene","BLADDER"
3,"TREX1","gene","BLADDER"
3,"TSEN2","gene","BLADDER"
1,"TTC23","gene","BLADDER"
3,"TTI2","gene","BLADDER"
2,"TUBE1","gene","BLADDER"
3,"TXNL1","gene","BLADDER"
3,"UBR1","gene","BLADDER"
1,"USP31","gene","BLADDER"
1,"USP48","gene","BLADDER"
3,"UTP14A","gene","BLADDER"
2,"UTP25","gene","BLADDER"
3,"VAMP8","gene","BLADDER"
1,"WDR7","gene","BLADDER"
3,"ZC3H10","gene","BLADDER"
3,"ZC3H15","gene","BLADDER"
1,"ZEB1","gene","BLADDER"
3,"ZMAT2","gene","BLADDER"
2,"ZNF330","gene","BLADDER"
3,"ZNHIT6","gene","BLADDER"
1,"ZZEF1","gene","BLADDER"
2,"APEX1","TF","BLADDER"
3,"BCL11A","TF","BLADDER"
3,"BRCA1","TF","BLADDER"
1,"CEBPB","TF","BLADDER"
2,"E4F1","TF","BLADDER"
2,"EED","TF","BLADDER"
2,"HAX1","TF","BLADDER"
1,"HMGA1","TF","BLADDER"
2,"HOXA10","TF","BLADDER"
1,"HOXA9","TF","BLADDER"
2,"MED1","TF","BLADDER"
1,"MEF2C","TF","BLADDER"
3,"MLL","TF","BLADDER"
3,"MYB","TF","BLADDER"
3,"MYC","TF","BLADDER"
3,"MZF1","TF","BLADDER"
2,"PARP1","TF","BLADDER"
2,"PBRM1","TF","BLADDER"
2,"PHF8","TF","BLADDER"
1,"RUNX1","TF","BLADDER"
2,"SETBP1","TF","BLADDER"
2,"TAF5","TF","BLADDER"
3,"TCF4","TF","BLADDER"
3,"ZEB1","TF","BLADDER"
2,"AASDH","gene","BLOOD_VESSEL"
2,"ABCC10","gene","BLOOD_VESSEL"
1,"ABT1","gene","BLOOD_VESSEL"
1,"AFF1","gene","BLOOD_VESSEL"
2,"ANAPC7","gene","BLOOD_VESSEL"
2,"ANP32A","gene","BLOOD_VESSEL"
2,"APEX1","gene","BLOOD_VESSEL"
2,"ARL5B","gene","BLOOD_VESSEL"
2,"ASB7","gene","BLOOD_VESSEL"
2,"BAG5","gene","BLOOD_VESSEL"
1,"BCL11A","gene","BLOOD_VESSEL"
2,"BET1L","gene","BLOOD_VESSEL"
1,"BMP5","gene","BLOOD_VESSEL"
3,"BRCA1","gene","BLOOD_VESSEL"
2,"CCDC174","gene","BLOOD_VESSEL"
2,"CCDC184","gene","BLOOD_VESSEL"
1,"CDK8","gene","BLOOD_VESSEL"
3,"CDKN2C","gene","BLOOD_VESSEL"
3,"CEBPB","gene","BLOOD_VESSEL"
1,"CEP192","gene","BLOOD_VESSEL"
1,"CEP290","gene","BLOOD_VESSEL"
2,"CEPT1","gene","BLOOD_VESSEL"
1,"CHEK1","gene","BLOOD_VESSEL"
2,"CHERP","gene","BLOOD_VESSEL"
2,"CIAO3","gene","BLOOD_VESSEL"
2,"CLEC16A","gene","BLOOD_VESSEL"
2,"CNIH2","gene","BLOOD_VESSEL"
1,"CNPY1","gene","BLOOD_VESSEL"
3,"COA8","gene","BLOOD_VESSEL"
3,"COX4I1","gene","BLOOD_VESSEL"
2,"CRLS1","gene","BLOOD_VESSEL"
1,"CTNNBL1","gene","BLOOD_VESSEL"
1,"CWF19L2","gene","BLOOD_VESSEL"
2,"CYB5D2","gene","BLOOD_VESSEL"
3,"CZIB","gene","BLOOD_VESSEL"
2,"DCAF8","gene","BLOOD_VESSEL"
2,"DDI2","gene","BLOOD_VESSEL"
3,"DGCR6","gene","BLOOD_VESSEL"
1,"DLAT","gene","BLOOD_VESSEL"
3,"DNAI7","gene","BLOOD_VESSEL"
2,"DNAJC19","gene","BLOOD_VESSEL"
1,"DNTT","gene","BLOOD_VESSEL"
1,"DPH5","gene","BLOOD_VESSEL"
2,"DPY30","gene","BLOOD_VESSEL"
2,"DRAM2","gene","BLOOD_VESSEL"
2,"E4F1","gene","BLOOD_VESSEL"
2,"EED","gene","BLOOD_VESSEL"
2,"EEF1G","gene","BLOOD_VESSEL"
2,"EIF3D","gene","BLOOD_VESSEL"
3,"EIF3K","gene","BLOOD_VESSEL"
2,"EIF4A2","gene","BLOOD_VESSEL"
2,"EIF4B","gene","BLOOD_VESSEL"
2,"ELP3","gene","BLOOD_VESSEL"
2,"EMC8","gene","BLOOD_VESSEL"
1,"EPC2","gene","BLOOD_VESSEL"
3,"EPRS1","gene","BLOOD_VESSEL"
2,"ESYT1","gene","BLOOD_VESSEL"
1,"ETFDH","gene","BLOOD_VESSEL"
3,"ETFRF1","gene","BLOOD_VESSEL"
2,"FAAP100","gene","BLOOD_VESSEL"
2,"FAF1","gene","BLOOD_VESSEL"
2,"FAM174B","gene","BLOOD_VESSEL"
2,"FAM229B","gene","BLOOD_VESSEL"
2,"FKBP15","gene","BLOOD_VESSEL"
1,"FKTN","gene","BLOOD_VESSEL"
2,"GGCX","gene","BLOOD_VESSEL"
3,"GNL3","gene","BLOOD_VESSEL"
2,"GOLGA7","gene","BLOOD_VESSEL"
2,"HAP1","gene","BLOOD_VESSEL"
2,"HAX1","gene","BLOOD_VESSEL"
2,"HM13","gene","BLOOD_VESSEL"
1,"HMGA1","gene","BLOOD_VESSEL"
3,"HOXA10","gene","BLOOD_VESSEL"
3,"HOXA9","gene","BLOOD_VESSEL"
2,"HS2ST1","gene","BLOOD_VESSEL"
1,"IFT122","gene","BLOOD_VESSEL"
1,"IPO8","gene","BLOOD_VESSEL"
2,"ITFG1","gene","BLOOD_VESSEL"
2,"KIAA2013","gene","BLOOD_VESSEL"
3,"KIFBP","gene","BLOOD_VESSEL"
2,"KLC1","gene","BLOOD_VESSEL"
2,"KLHDC9","gene","BLOOD_VESSEL"
2,"KMT2A","gene","BLOOD_VESSEL"
2,"LEO1","gene","BLOOD_VESSEL"
1,"LINS1","gene","BLOOD_VESSEL"
2,"LRRCC1","gene","BLOOD_VESSEL"
2,"LSM4","gene","BLOOD_VESSEL"
2,"MAP4K1","gene","BLOOD_VESSEL"
2,"MBD4","gene","BLOOD_VESSEL"
1,"MCTS1","gene","BLOOD_VESSEL"
2,"ME2","gene","BLOOD_VESSEL"
2,"MED1","gene","BLOOD_VESSEL"
2,"MED29","gene","BLOOD_VESSEL"
1,"MEF2C","gene","BLOOD_VESSEL"
2,"MKS1","gene","BLOOD_VESSEL"
3,"MPC1","gene","BLOOD_VESSEL"
2,"MPND","gene","BLOOD_VESSEL"
2,"MRFAP1","gene","BLOOD_VESSEL"
3,"MRPL15","gene","BLOOD_VESSEL"
2,"MRPS12","gene","BLOOD_VESSEL"
2,"MRPS16","gene","BLOOD_VESSEL"
2,"MYB","gene","BLOOD_VESSEL"
3,"MYC","gene","BLOOD_VESSEL"
2,"MYO9A","gene","BLOOD_VESSEL"
2,"MZF1","gene","BLOOD_VESSEL"
2,"NAA30","gene","BLOOD_VESSEL"
1,"NAALADL2","gene","BLOOD_VESSEL"
1,"NAP1L2","gene","BLOOD_VESSEL"
2,"NBR1","gene","BLOOD_VESSEL"
2,"NCOA5","gene","BLOOD_VESSEL"
3,"ND6","gene","BLOOD_VESSEL"
2,"NDFIP2","gene","BLOOD_VESSEL"
3,"NDUFAB1","gene","BLOOD_VESSEL"
3,"NDUFS5","gene","BLOOD_VESSEL"
2,"NEURL4","gene","BLOOD_VESSEL"
3,"NME1","gene","BLOOD_VESSEL"
2,"NOL6","gene","BLOOD_VESSEL"
3,"NRAP","gene","BLOOD_VESSEL"
2,"NSUN5","gene","BLOOD_VESSEL"
1,"NSUN6","gene","BLOOD_VESSEL"
2,"NUDT9","gene","BLOOD_VESSEL"
2,"PAF1","gene","BLOOD_VESSEL"
2,"PARG","gene","BLOOD_VESSEL"
2,"PARP1","gene","BLOOD_VESSEL"
2,"PBRM1","gene","BLOOD_VESSEL"
2,"PCNX4","gene","BLOOD_VESSEL"
1,"PDE4D","gene","BLOOD_VESSEL"
2,"PDPR","gene","BLOOD_VESSEL"
2,"PDSS2","gene","BLOOD_VESSEL"
2,"PHAF1","gene","BLOOD_VESSEL"
2,"PHF6","gene","BLOOD_VESSEL"
1,"PHF8","gene","BLOOD_VESSEL"
2,"PHKB","gene","BLOOD_VESSEL"
2,"PIGK","gene","BLOOD_VESSEL"
2,"PKN2","gene","BLOOD_VESSEL"
2,"PPP5C","gene","BLOOD_VESSEL"
3,"PSMB6","gene","BLOOD_VESSEL"
3,"PSMD8","gene","BLOOD_VESSEL"
1,"RAD52","gene","BLOOD_VESSEL"
1,"RALGAPA1","gene","BLOOD_VESSEL"
2,"RBM33","gene","BLOOD_VESSEL"
1,"RIOK2","gene","BLOOD_VESSEL"
1,"RNF111","gene","BLOOD_VESSEL"
2,"RNF139","gene","BLOOD_VESSEL"
3,"RPS12","gene","BLOOD_VESSEL"
3,"RPS16","gene","BLOOD_VESSEL"
2,"RPS6KL1","gene","BLOOD_VESSEL"
3,"RUNX1","gene","BLOOD_VESSEL"
2,"SARS2","gene","BLOOD_VESSEL"
3,"SELENOF","gene","BLOOD_VESSEL"
1,"SENP8","gene","BLOOD_VESSEL"
2,"SETBP1","gene","BLOOD_VESSEL"
2,"SET","gene","BLOOD_VESSEL"
2,"SFR1","gene","BLOOD_VESSEL"
2,"SLC31A1","gene","BLOOD_VESSEL"
2,"SUPT5H","gene","BLOOD_VESSEL"
3,"TAF13","gene","BLOOD_VESSEL"
2,"TAF1A","gene","BLOOD_VESSEL"
2,"TAF5","gene","BLOOD_VESSEL"
2,"TAFAZZIN","gene","BLOOD_VESSEL"
2,"TBC1D23","gene","BLOOD_VESSEL"
1,"TBC1D8","gene","BLOOD_VESSEL"
2,"TCEA1","gene","BLOOD_VESSEL"
1,"TCF4","gene","BLOOD_VESSEL"
2,"TGDS","gene","BLOOD_VESSEL"
3,"TIMM23","gene","BLOOD_VESSEL"
2,"TMEM177","gene","BLOOD_VESSEL"
1,"TMTC3","gene","BLOOD_VESSEL"
3,"TOMM7","gene","BLOOD_VESSEL"
2,"TRAPPC5","gene","BLOOD_VESSEL"
2,"TREX1","gene","BLOOD_VESSEL"
2,"TSEN2","gene","BLOOD_VESSEL"
1,"TTC23","gene","BLOOD_VESSEL"
2,"TTI2","gene","BLOOD_VESSEL"
2,"TUBE1","gene","BLOOD_VESSEL"
2,"TXNL1","gene","BLOOD_VESSEL"
2,"UBR1","gene","BLOOD_VESSEL"
1,"USP31","gene","BLOOD_VESSEL"
1,"USP48","gene","BLOOD_VESSEL"
2,"UTP14A","gene","BLOOD_VESSEL"
3,"UTP25","gene","BLOOD_VESSEL"
2,"VAMP8","gene","BLOOD_VESSEL"
1,"WDR7","gene","BLOOD_VESSEL"
2,"ZC3H10","gene","BLOOD_VESSEL"
2,"ZC3H15","gene","BLOOD_VESSEL"
1,"ZEB1","gene","BLOOD_VESSEL"
2,"ZMAT2","gene","BLOOD_VESSEL"
1,"ZNF330","gene","BLOOD_VESSEL"
2,"ZNHIT6","gene","BLOOD_VESSEL"
1,"ZZEF1","gene","BLOOD_VESSEL"
3,"APEX1","TF","BLOOD_VESSEL"
2,"BCL11A","TF","BLOOD_VESSEL"
2,"BRCA1","TF","BLOOD_VESSEL"
1,"CEBPB","TF","BLOOD_VESSEL"
3,"E4F1","TF","BLOOD_VESSEL"
3,"EED","TF","BLOOD_VESSEL"
3,"HAX1","TF","BLOOD_VESSEL"
1,"HMGA1","TF","BLOOD_VESSEL"
3,"HOXA10","TF","BLOOD_VESSEL"
1,"HOXA9","TF","BLOOD_VESSEL"
3,"MED1","TF","BLOOD_VESSEL"
1,"MEF2C","TF","BLOOD_VESSEL"
2,"MLL","TF","BLOOD_VESSEL"
2,"MYB","TF","BLOOD_VESSEL"
2,"MYC","TF","BLOOD_VESSEL"
2,"MZF1","TF","BLOOD_VESSEL"
3,"PARP1","TF","BLOOD_VESSEL"
3,"PBRM1","TF","BLOOD_VESSEL"
3,"PHF8","TF","BLOOD_VESSEL"
1,"RUNX1","TF","BLOOD_VESSEL"
3,"SETBP1","TF","BLOOD_VESSEL"
3,"TAF5","TF","BLOOD_VESSEL"
2,"TCF4","TF","BLOOD_VESSEL"
2,"ZEB1","TF","BLOOD_VESSEL"
2,"AASDH","gene","BLOOD"
2,"ABCC10","gene","BLOOD"
2,"ABT1","gene","BLOOD"
2,"AFF1","gene","BLOOD"
2,"ANAPC7","gene","BLOOD"
2,"ANP32A","gene","BLOOD"
2,"APEX1","gene","BLOOD"
2,"ARL5B","gene","BLOOD"
2,"ASB7","gene","BLOOD"
2,"BAG5","gene","BLOOD"
2,"BCL11A","gene","BLOOD"
2,"BET1L","gene","BLOOD"
1,"BMP5","gene","BLOOD"
1,"BRCA1","gene","BLOOD"
2,"CCDC174","gene","BLOOD"
2,"CCDC184","gene","BLOOD"
2,"CDK8","gene","BLOOD"
2,"CDKN2C","gene","BLOOD"
1,"CEBPB","gene","BLOOD"
2,"CEP192","gene","BLOOD"
2,"CEP290","gene","BLOOD"
2,"CEPT1","gene","BLOOD"
2,"CHEK1","gene","BLOOD"
2,"CHERP","gene","BLOOD"
2,"CIAO3","gene","BLOOD"
2,"CLEC16A","gene","BLOOD"
2,"CNIH2","gene","BLOOD"
1,"CNPY1","gene","BLOOD"
2,"COA8","gene","BLOOD"
2,"COX4I1","gene","BLOOD"
2,"CRLS1","gene","BLOOD"
2,"CTNNBL1","gene","BLOOD"
2,"CWF19L2","gene","BLOOD"
2,"CYB5D2","gene","BLOOD"
2,"CZIB","gene","BLOOD"
2,"DCAF8","gene","BLOOD"
2,"DDI2","gene","BLOOD"
2,"DGCR6","gene","BLOOD"
2,"DLAT","gene","BLOOD"
1,"DNAI7","gene","BLOOD"
2,"DNAJC19","gene","BLOOD"
1,"DNTT","gene","BLOOD"
2,"DPH5","gene","BLOOD"
2,"DPY30","gene","BLOOD"
2,"DRAM2","gene","BLOOD"
2,"E4F1","gene","BLOOD"
2,"EED","gene","BLOOD"
2,"EEF1G","gene","BLOOD"
2,"EIF3D","gene","BLOOD"
2,"EIF3K","gene","BLOOD"
2,"EIF4A2","gene","BLOOD"
2,"EIF4B","gene","BLOOD"
2,"ELP3","gene","BLOOD"
2,"EMC8","gene","BLOOD"
2,"EPC2","gene","BLOOD"
2,"EPRS1","gene","BLOOD"
2,"ESYT1","gene","BLOOD"
2,"ETFDH","gene","BLOOD"
2,"ETFRF1","gene","BLOOD"
2,"FAAP100","gene","BLOOD"
2,"FAF1","gene","BLOOD"
2,"FAM174B","gene","BLOOD"
2,"FAM229B","gene","BLOOD"
2,"FKBP15","gene","BLOOD"
2,"FKTN","gene","BLOOD"
2,"GGCX","gene","BLOOD"
2,"GNL3","gene","BLOOD"
2,"GOLGA7","gene","BLOOD"
2,"HAP1","gene","BLOOD"
2,"HAX1","gene","BLOOD"
2,"HM13","gene","BLOOD"
2,"HMGA1","gene","BLOOD"
2,"HOXA10","gene","BLOOD"
1,"HOXA9","gene","BLOOD"
2,"HS2ST1","gene","BLOOD"
2,"IFT122","gene","BLOOD"
2,"IPO8","gene","BLOOD"
2,"ITFG1","gene","BLOOD"
2,"KIAA2013","gene","BLOOD"
2,"KIFBP","gene","BLOOD"
2,"KLC1","gene","BLOOD"
2,"KLHDC9","gene","BLOOD"
2,"KMT2A","gene","BLOOD"
2,"LEO1","gene","BLOOD"
2,"LINS1","gene","BLOOD"
2,"LRRCC1","gene","BLOOD"
2,"LSM4","gene","BLOOD"
2,"MAP4K1","gene","BLOOD"
2,"MBD4","gene","BLOOD"
2,"MCTS1","gene","BLOOD"
2,"ME2","gene","BLOOD"
2,"MED1","gene","BLOOD"
2,"MED29","gene","BLOOD"
3,"MEF2C","gene","BLOOD"
2,"MKS1","gene","BLOOD"
2,"MPC1","gene","BLOOD"
2,"MPND","gene","BLOOD"
2,"MRFAP1","gene","BLOOD"
2,"MRPL15","gene","BLOOD"
2,"MRPS12","gene","BLOOD"
2,"MRPS16","gene","BLOOD"
2,"MYB","gene","BLOOD"
1,"MYC","gene","BLOOD"
2,"MYO9A","gene","BLOOD"
2,"MZF1","gene","BLOOD"
2,"NAA30","gene","BLOOD"
1,"NAALADL2","gene","BLOOD"
2,"NAP1L2","gene","BLOOD"
2,"NBR1","gene","BLOOD"
2,"NCOA5","gene","BLOOD"
2,"ND6","gene","BLOOD"
2,"NDFIP2","gene","BLOOD"
2,"NDUFAB1","gene","BLOOD"
2,"NDUFS5","gene","BLOOD"
2,"NEURL4","gene","BLOOD"
2,"NME1","gene","BLOOD"
2,"NOL6","gene","BLOOD"
1,"NRAP","gene","BLOOD"
2,"NSUN5","gene","BLOOD"
2,"NSUN6","gene","BLOOD"
2,"NUDT9","gene","BLOOD"
2,"PAF1","gene","BLOOD"
2,"PARG","gene","BLOOD"
2,"PARP1","gene","BLOOD"
2,"PBRM1","gene","BLOOD"
2,"PCNX4","gene","BLOOD"
1,"PDE4D","gene","BLOOD"
2,"PDPR","gene","BLOOD"
2,"PDSS2","gene","BLOOD"
2,"PHAF1","gene","BLOOD"
2,"PHF6","gene","BLOOD"
2,"PHF8","gene","BLOOD"
2,"PHKB","gene","BLOOD"
2,"PIGK","gene","BLOOD"
2,"PKN2","gene","BLOOD"
2,"PPP5C","gene","BLOOD"
2,"PSMB6","gene","BLOOD"
2,"PSMD8","gene","BLOOD"
2,"RAD52","gene","BLOOD"
2,"RALGAPA1","gene","BLOOD"
2,"RBM33","gene","BLOOD"
2,"RIOK2","gene","BLOOD"
2,"RNF111","gene","BLOOD"
2,"RNF139","gene","BLOOD"
2,"RPS12","gene","BLOOD"
2,"RPS16","gene","BLOOD"
2,"RPS6KL1","gene","BLOOD"
2,"RUNX1","gene","BLOOD"
2,"SARS2","gene","BLOOD"
2,"SELENOF","gene","BLOOD"
2,"SENP8","gene","BLOOD"
2,"SETBP1","gene","BLOOD"
2,"SET","gene","BLOOD"
2,"SFR1","gene","BLOOD"
2,"SLC31A1","gene","BLOOD"
2,"SUPT5H","gene","BLOOD"
2,"TAF13","gene","BLOOD"
2,"TAF1A","gene","BLOOD"
2,"TAF5","gene","BLOOD"
2,"TAFAZZIN","gene","BLOOD"
2,"TBC1D23","gene","BLOOD"
1,"TBC1D8","gene","BLOOD"
2,"TCEA1","gene","BLOOD"
3,"TCF4","gene","BLOOD"
2,"TGDS","gene","BLOOD"
2,"TIMM23","gene","BLOOD"
2,"TMEM177","gene","BLOOD"
2,"TMTC3","gene","BLOOD"
2,"TOMM7","gene","BLOOD"
2,"TRAPPC5","gene","BLOOD"
2,"TREX1","gene","BLOOD"
2,"TSEN2","gene","BLOOD"
2,"TTC23","gene","BLOOD"
2,"TTI2","gene","BLOOD"
2,"TUBE1","gene","BLOOD"
2,"TXNL1","gene","BLOOD"
2,"UBR1","gene","BLOOD"
2,"USP31","gene","BLOOD"
2,"USP48","gene","BLOOD"
2,"UTP14A","gene","BLOOD"
2,"UTP25","gene","BLOOD"
2,"VAMP8","gene","BLOOD"
2,"WDR7","gene","BLOOD"
2,"ZC3H10","gene","BLOOD"
2,"ZC3H15","gene","BLOOD"
2,"ZEB1","gene","BLOOD"
2,"ZMAT2","gene","BLOOD"
2,"ZNF330","gene","BLOOD"
2,"ZNHIT6","gene","BLOOD"
2,"ZZEF1","gene","BLOOD"
1,"APEX1","TF","BLOOD"
2,"BCL11A","TF","BLOOD"
2,"BRCA1","TF","BLOOD"
2,"CEBPB","TF","BLOOD"
2,"E4F1","TF","BLOOD"
1,"EED","TF","BLOOD"
1,"HAX1","TF","BLOOD"
2,"HMGA1","TF","BLOOD"
1,"HOXA10","TF","BLOOD"
1,"HOXA9","TF","BLOOD"
1,"MED1","TF","BLOOD"
2,"MEF2C","TF","BLOOD"
2,"MLL","TF","BLOOD"
2,"MYB","TF","BLOOD"
2,"MYC","TF","BLOOD"
2,"MZF1","TF","BLOOD"
1,"PARP1","TF","BLOOD"
1,"PBRM1","TF","BLOOD"
1,"PHF8","TF","BLOOD"
1,"RUNX1","TF","BLOOD"
1,"SETBP1","TF","BLOOD"
1,"TAF5","TF","BLOOD"
2,"TCF4","TF","BLOOD"
2,"ZEB1","TF","BLOOD"
1,"AASDH","gene","BONE_MARROW"
2,"ABCC10","gene","BONE_MARROW"
3,"ABT1","gene","BONE_MARROW"
1,"AFF1","gene","BONE_MARROW"
2,"ANAPC7","gene","BONE_MARROW"
3,"ANP32A","gene","BONE_MARROW"
3,"APEX1","gene","BONE_MARROW"
2,"ARL5B","gene","BONE_MARROW"
2,"ASB7","gene","BONE_MARROW"
2,"BAG5","gene","BONE_MARROW"
1,"BCL11A","gene","BONE_MARROW"
2,"BET1L","gene","BONE_MARROW"
1,"BMP5","gene","BONE_MARROW"
3,"BRCA1","gene","BONE_MARROW"
2,"CCDC174","gene","BONE_MARROW"
2,"CCDC184","gene","BONE_MARROW"
1,"CDK8","gene","BONE_MARROW"
3,"CDKN2C","gene","BONE_MARROW"
2,"CEBPB","gene","BONE_MARROW"
1,"CEP192","gene","BONE_MARROW"
1,"CEP290","gene","BONE_MARROW"
1,"CEPT1","gene","BONE_MARROW"
3,"CHEK1","gene","BONE_MARROW"
2,"CHERP","gene","BONE_MARROW"
2,"CIAO3","gene","BONE_MARROW"
2,"CLEC16A","gene","BONE_MARROW"
2,"CNIH2","gene","BONE_MARROW"
3,"CNPY1","gene","BONE_MARROW"
3,"COA8","gene","BONE_MARROW"
3,"COX4I1","gene","BONE_MARROW"
1,"CRLS1","gene","BONE_MARROW"
1,"CTNNBL1","gene","BONE_MARROW"
1,"CWF19L2","gene","BONE_MARROW"
2,"CYB5D2","gene","BONE_MARROW"
3,"CZIB","gene","BONE_MARROW"
2,"DCAF8","gene","BONE_MARROW"
2,"DDI2","gene","BONE_MARROW"
2,"DGCR6","gene","BONE_MARROW"
1,"DLAT","gene","BONE_MARROW"
1,"DNAI7","gene","BONE_MARROW"
1,"DNAJC19","gene","BONE_MARROW"
1,"DNTT","gene","BONE_MARROW"
3,"DPH5","gene","BONE_MARROW"
2,"DPY30","gene","BONE_MARROW"
2,"DRAM2","gene","BONE_MARROW"
2,"E4F1","gene","BONE_MARROW"
3,"EED","gene","BONE_MARROW"
2,"EEF1G","gene","BONE_MARROW"
2,"EIF3D","gene","BONE_MARROW"
3,"EIF3K","gene","BONE_MARROW"
2,"EIF4A2","gene","BONE_MARROW"
2,"EIF4B","gene","BONE_MARROW"
2,"ELP3","gene","BONE_MARROW"
2,"EMC8","gene","BONE_MARROW"
1,"EPC2","gene","BONE_MARROW"
3,"EPRS1","gene","BONE_MARROW"
2,"ESYT1","gene","BONE_MARROW"
1,"ETFDH","gene","BONE_MARROW"
2,"ETFRF1","gene","BONE_MARROW"
2,"FAAP100","gene","BONE_MARROW"
3,"FAF1","gene","BONE_MARROW"
2,"FAM174B","gene","BONE_MARROW"
2,"FAM229B","gene","BONE_MARROW"
2,"FKBP15","gene","BONE_MARROW"
1,"FKTN","gene","BONE_MARROW"
2,"GGCX","gene","BONE_MARROW"
3,"GNL3","gene","BONE_MARROW"
2,"GOLGA7","gene","BONE_MARROW"
2,"HAP1","gene","BONE_MARROW"
2,"HAX1","gene","BONE_MARROW"
2,"HM13","gene","BONE_MARROW"
2,"HMGA1","gene","BONE_MARROW"
2,"HOXA10","gene","BONE_MARROW"
3,"HOXA9","gene","BONE_MARROW"
2,"HS2ST1","gene","BONE_MARROW"
1,"IFT122","gene","BONE_MARROW"
1,"IPO8","gene","BONE_MARROW"
2,"ITFG1","gene","BONE_MARROW"
2,"KIAA2013","gene","BONE_MARROW"
3,"KIFBP","gene","BONE_MARROW"
2,"KLC1","gene","BONE_MARROW"
2,"KLHDC9","gene","BONE_MARROW"
2,"KMT2A","gene","BONE_MARROW"
3,"LEO1","gene","BONE_MARROW"
1,"LINS1","gene","BONE_MARROW"
2,"LRRCC1","gene","BONE_MARROW"
3,"LSM4","gene","BONE_MARROW"
2,"MAP4K1","gene","BONE_MARROW"
2,"MBD4","gene","BONE_MARROW"
1,"MCTS1","gene","BONE_MARROW"
2,"ME2","gene","BONE_MARROW"
2,"MED1","gene","BONE_MARROW"
2,"MED29","gene","BONE_MARROW"
1,"MEF2C","gene","BONE_MARROW"
2,"MKS1","gene","BONE_MARROW"
1,"MPC1","gene","BONE_MARROW"
2,"MPND","gene","BONE_MARROW"
2,"MRFAP1","gene","BONE_MARROW"
1,"MRPL15","gene","BONE_MARROW"
2,"MRPS12","gene","BONE_MARROW"
3,"MRPS16","gene","BONE_MARROW"
3,"MYB","gene","BONE_MARROW"
3,"MYC","gene","BONE_MARROW"
2,"MYO9A","gene","BONE_MARROW"
2,"MZF1","gene","BONE_MARROW"
2,"NAA30","gene","BONE_MARROW"
1,"NAALADL2","gene","BONE_MARROW"
1,"NAP1L2","gene","BONE_MARROW"
2,"NBR1","gene","BONE_MARROW"
2,"NCOA5","gene","BONE_MARROW"
3,"ND6","gene","BONE_MARROW"
2,"NDFIP2","gene","BONE_MARROW"
3,"NDUFAB1","gene","BONE_MARROW"
3,"NDUFS5","gene","BONE_MARROW"
2,"NEURL4","gene","BONE_MARROW"
3,"NME1","gene","BONE_MARROW"
2,"NOL6","gene","BONE_MARROW"
1,"NRAP","gene","BONE_MARROW"
2,"NSUN5","gene","BONE_MARROW"
1,"NSUN6","gene","BONE_MARROW"
2,"NUDT9","gene","BONE_MARROW"
2,"PAF1","gene","BONE_MARROW"
2,"PARG","gene","BONE_MARROW"
3,"PARP1","gene","BONE_MARROW"
2,"PBRM1","gene","BONE_MARROW"
1,"PCNX4","gene","BONE_MARROW"
1,"PDE4D","gene","BONE_MARROW"
2,"PDPR","gene","BONE_MARROW"
2,"PDSS2","gene","BONE_MARROW"
2,"PHAF1","gene","BONE_MARROW"
2,"PHF6","gene","BONE_MARROW"
2,"PHF8","gene","BONE_MARROW"
2,"PHKB","gene","BONE_MARROW"
1,"PIGK","gene","BONE_MARROW"
2,"PKN2","gene","BONE_MARROW"
2,"PPP5C","gene","BONE_MARROW"
3,"PSMB6","gene","BONE_MARROW"
3,"PSMD8","gene","BONE_MARROW"
1,"RAD52","gene","BONE_MARROW"
1,"RALGAPA1","gene","BONE_MARROW"
2,"RBM33","gene","BONE_MARROW"
1,"RIOK2","gene","BONE_MARROW"
1,"RNF111","gene","BONE_MARROW"
2,"RNF139","gene","BONE_MARROW"
3,"RPS12","gene","BONE_MARROW"
3,"RPS16","gene","BONE_MARROW"
2,"RPS6KL1","gene","BONE_MARROW"
3,"RUNX1","gene","BONE_MARROW"
3,"SARS2","gene","BONE_MARROW"
3,"SELENOF","gene","BONE_MARROW"
1,"SENP8","gene","BONE_MARROW"
2,"SETBP1","gene","BONE_MARROW"
3,"SET","gene","BONE_MARROW"
2,"SFR1","gene","BONE_MARROW"
2,"SLC31A1","gene","BONE_MARROW"
2,"SUPT5H","gene","BONE_MARROW"
2,"TAF13","gene","BONE_MARROW"
3,"TAF1A","gene","BONE_MARROW"
2,"TAF5","gene","BONE_MARROW"
2,"TAFAZZIN","gene","BONE_MARROW"
1,"TBC1D23","gene","BONE_MARROW"
1,"TBC1D8","gene","BONE_MARROW"
2,"TCEA1","gene","BONE_MARROW"
1,"TCF4","gene","BONE_MARROW"
2,"TGDS","gene","BONE_MARROW"
3,"TIMM23","gene","BONE_MARROW"
3,"TMEM177","gene","BONE_MARROW"
1,"TMTC3","gene","BONE_MARROW"
